complaint_id,complaint_text,date,product_version,customer_type,platform,category
ECOM-2284,App crashes when trying to place an order.,2024-10-27,v2.1,Paid,iOS,Delivery Delay
ECOM-2285,Unable to apply discount coupon at checkout.,2024-10-22,v1.1,Free,Android,App Crash
ECOM-2286,Unable to apply discount coupon at checkout.,2024-09-27,v1.2,Free,Web,Search & Filter Issue
ECOM-2287,Items disappear from the cart after app update.,2024-11-20,v3.0,Free,Android,Search & Filter Issue
ECOM-2288,App crashes when trying to place an order.,2024-09-10,v2.1,Paid,Android,App Crash
ECOM-2289,Order got cancelled automatically after successful payment.,2024-09-18,v1.2,Paid,iOS,Search & Filter Issue
ECOM-2290,Refund has not been received even after 10 days.,2024-09-15,v1.2,Free,Web,Payment Failure
ECOM-2291,The app freezes while browsing product categories.,2024-11-12,v1.2,Free,Web,UI Bug
ECOM-2292,The app freezes while browsing product categories.,2024-09-07,v3.0,Free,iOS,Search & Filter Issue
ECOM-2293,Search results are inaccurate after the latest update.,2024-09-15,v1.0,Paid,Web,Delivery Delay
ECOM-2294,App crashes when trying to place an order.,2024-11-15,v2.1,Paid,iOS,Search & Filter Issue
ECOM-2295,App crashes when trying to place an order.,2024-11-21,v1.1,Paid,iOS,Delivery Delay
ECOM-2296,Tracking information is not updating properly.,2024-11-14,v2.0,Paid,Android,App Crash
ECOM-2297,Delivery is delayed beyond the promised date.,2024-09-17,v1.2,Free,iOS,Cart Issue
ECOM-2298,Payment failed after entering card details during checkout.,2024-10-03,v2.0,Paid,Android,Order Cancellation
ECOM-2299,Order got cancelled automatically after successful payment.,2024-09-02,v1.1,Paid,Android,Payment Failure
ECOM-2300,Refund has not been received even after 10 days.,2024-09-30,v2.0,Paid,Android,Payment Failure
ECOM-2301,Items disappear from the cart after app update.,2024-11-09,v1.0,Free,iOS,Refund Issue
ECOM-2302,Unable to apply discount coupon at checkout.,2024-09-28,v1.0,Paid,iOS,Cart Issue
ECOM-2303,Refund has not been received even after 10 days.,2024-10-12,v1.0,Free,Android,Refund Issue
ECOM-2304,Delivery is delayed beyond the promised date.,2024-11-18,v3.0,Paid,iOS,UI Bug
ECOM-2305,Delivery is delayed beyond the promised date.,2024-10-24,v2.1,Free,Web,Cart Issue
ECOM-2306,Search results are inaccurate after the latest update.,2024-09-13,v1.0,Free,Web,Payment Failure
ECOM-2307,The app freezes while browsing product categories.,2024-11-17,v1.2,Paid,Android,UI Bug
ECOM-2308,Order got cancelled automatically after successful payment.,2024-09-07,v2.0,Paid,Android,Refund Issue
ECOM-2309,Items disappear from the cart after app update.,2024-09-22,v2.0,Free,iOS,Refund Issue
ECOM-2310,Search results are inaccurate after the latest update.,2024-09-28,v1.0,Free,Web,App Crash
ECOM-2311,Items disappear from the cart after app update.,2024-09-29,v1.2,Free,Web,Payment Failure
ECOM-2312,Tracking information is not updating properly.,2024-11-18,v1.2,Free,iOS,Refund Issue
ECOM-2313,The app freezes while browsing product categories.,2024-10-12,v1.2,Paid,Web,Payment Failure
ECOM-2314,The app freezes while browsing product categories.,2024-09-11,v2.0,Paid,iOS,Refund Issue
ECOM-2315,Payment failed after entering card details during checkout.,2024-11-05,v2.1,Free,Web,Search & Filter Issue
ECOM-2316,The app freezes while browsing product categories.,2024-10-23,v2.0,Free,iOS,Delivery Delay
ECOM-2317,Refund has not been received even after 10 days.,2024-10-10,v2.0,Paid,Android,UI Bug
ECOM-2318,Tracking information is not updating properly.,2024-09-20,v1.0,Free,Android,Delivery Delay
ECOM-2319,Unable to apply discount coupon at checkout.,2024-09-19,v3.0,Free,Web,Delivery Delay
ECOM-2320,Tracking information is not updating properly.,2024-10-26,v1.0,Paid,Android,Cart Issue
ECOM-2321,App crashes when trying to place an order.,2024-09-01,v1.2,Paid,iOS,Payment Failure
ECOM-2322,Refund has not been received even after 10 days.,2024-10-10,v2.0,Paid,Web,Delivery Delay
ECOM-2323,Payment failed after entering card details during checkout.,2024-11-26,v3.0,Free,Android,Refund Issue
ECOM-2324,Tracking information is not updating properly.,2024-11-18,v1.1,Paid,Android,Cart Issue
ECOM-2325,Search results are inaccurate after the latest update.,2024-10-28,v1.0,Paid,iOS,Refund Issue
ECOM-2326,Unable to apply discount coupon at checkout.,2024-10-30,v1.2,Free,Web,UI Bug
ECOM-2327,Tracking information is not updating properly.,2024-09-05,v3.0,Paid,iOS,Search & Filter Issue
ECOM-2328,Unable to apply discount coupon at checkout.,2024-09-18,v1.0,Paid,Web,Payment Failure
ECOM-2329,Items disappear from the cart after app update.,2024-11-27,v1.1,Free,Android,Payment Failure
ECOM-2330,Search results are inaccurate after the latest update.,2024-10-04,v1.1,Free,Android,Payment Failure
ECOM-2331,Payment failed after entering card details during checkout.,2024-09-19,v1.0,Free,Android,Cart Issue
ECOM-2332,Refund has not been received even after 10 days.,2024-10-17,v1.0,Paid,Android,UI Bug
ECOM-2333,Items disappear from the cart after app update.,2024-10-25,v3.0,Free,iOS,Cart Issue
ECOM-2334,Unable to apply discount coupon at checkout.,2024-10-08,v1.2,Free,Web,Order Cancellation
ECOM-2335,The app freezes while browsing product categories.,2024-11-19,v1.1,Free,Web,UI Bug
ECOM-2336,App crashes when trying to place an order.,2024-11-20,v1.2,Paid,Android,Cart Issue
ECOM-2337,App crashes when trying to place an order.,2024-09-10,v1.1,Free,Web,Refund Issue
ECOM-2338,Delivery is delayed beyond the promised date.,2024-11-28,v1.1,Paid,iOS,App Crash
ECOM-2339,Delivery is delayed beyond the promised date.,2024-09-25,v2.0,Free,iOS,Cart Issue
ECOM-2340,The app freezes while browsing product categories.,2024-11-18,v2.1,Paid,Android,Cart Issue
ECOM-2341,Tracking information is not updating properly.,2024-10-25,v1.2,Paid,Android,Payment Failure
ECOM-2342,Search results are inaccurate after the latest update.,2024-10-12,v3.0,Paid,Android,UI Bug
ECOM-2343,Order got cancelled automatically after successful payment.,2024-11-27,v1.0,Paid,Web,Delivery Delay
ECOM-2344,Payment failed after entering card details during checkout.,2024-09-01,v1.1,Paid,iOS,Delivery Delay
ECOM-2345,Order got cancelled automatically after successful payment.,2024-11-22,v1.0,Free,Android,Delivery Delay
ECOM-2346,Items disappear from the cart after app update.,2024-10-01,v1.2,Paid,Web,UI Bug
ECOM-2347,Payment failed after entering card details during checkout.,2024-09-17,v1.2,Paid,Web,App Crash
ECOM-2348,Payment failed after entering card details during checkout.,2024-10-25,v3.0,Paid,iOS,App Crash
ECOM-2349,Delivery is delayed beyond the promised date.,2024-11-25,v2.0,Free,Web,Payment Failure
ECOM-2350,Search results are inaccurate after the latest update.,2024-11-16,v3.0,Free,Web,Cart Issue
ECOM-2351,Search results are inaccurate after the latest update.,2024-09-22,v2.1,Paid,Android,UI Bug
ECOM-2352,Order got cancelled automatically after successful payment.,2024-10-13,v1.0,Free,Android,Order Cancellation
ECOM-2353,Tracking information is not updating properly.,2024-10-15,v1.0,Paid,Android,UI Bug
ECOM-2354,Refund has not been received even after 10 days.,2024-10-17,v1.2,Paid,Android,App Crash
ECOM-2355,Search results are inaccurate after the latest update.,2024-11-11,v1.2,Paid,Android,Order Cancellation
ECOM-2356,Tracking information is not updating properly.,2024-11-25,v1.1,Free,Web,Cart Issue
ECOM-2357,The app freezes while browsing product categories.,2024-09-18,v2.1,Free,Android,Search & Filter Issue
ECOM-2358,Search results are inaccurate after the latest update.,2024-10-01,v3.0,Free,Web,App Crash
ECOM-2359,Refund has not been received even after 10 days.,2024-10-15,v2.1,Free,Android,Search & Filter Issue
ECOM-2360,Delivery is delayed beyond the promised date.,2024-11-02,v1.0,Paid,Web,App Crash
ECOM-2361,Search results are inaccurate after the latest update.,2024-11-24,v1.0,Free,iOS,Cart Issue
ECOM-2362,Search results are inaccurate after the latest update.,2024-09-18,v1.2,Free,iOS,Refund Issue
ECOM-2363,Tracking information is not updating properly.,2024-11-30,v2.0,Paid,iOS,Search & Filter Issue
ECOM-2364,Tracking information is not updating properly.,2024-09-21,v1.2,Paid,Android,App Crash
ECOM-2365,Refund has not been received even after 10 days.,2024-09-07,v1.2,Free,iOS,UI Bug
ECOM-2366,Delivery is delayed beyond the promised date.,2024-09-24,v1.2,Paid,Android,UI Bug
ECOM-2367,Delivery is delayed beyond the promised date.,2024-11-17,v3.0,Free,iOS,UI Bug
ECOM-2368,Unable to apply discount coupon at checkout.,2024-10-06,v3.0,Free,Android,App Crash
ECOM-2369,Tracking information is not updating properly.,2024-10-02,v1.0,Paid,Web,Refund Issue
ECOM-2370,Delivery is delayed beyond the promised date.,2024-09-12,v1.2,Free,Android,Delivery Delay
ECOM-2371,Items disappear from the cart after app update.,2024-11-03,v2.0,Free,Android,Payment Failure
ECOM-2372,Search results are inaccurate after the latest update.,2024-09-12,v1.2,Paid,iOS,Payment Failure
ECOM-2373,Unable to apply discount coupon at checkout.,2024-09-24,v2.0,Free,Web,Search & Filter Issue
ECOM-2374,Items disappear from the cart after app update.,2024-09-30,v1.2,Paid,Android,Refund Issue
ECOM-2375,Delivery is delayed beyond the promised date.,2024-09-11,v2.0,Paid,iOS,Refund Issue
ECOM-2376,App crashes when trying to place an order.,2024-10-27,v1.0,Paid,Web,Order Cancellation
ECOM-2377,Search results are inaccurate after the latest update.,2024-09-18,v2.1,Paid,Web,Order Cancellation
ECOM-2378,Delivery is delayed beyond the promised date.,2024-11-14,v2.0,Paid,Android,Order Cancellation
ECOM-2379,Delivery is delayed beyond the promised date.,2024-10-20,v1.2,Free,Web,Refund Issue
ECOM-2380,Payment failed after entering card details during checkout.,2024-09-20,v1.2,Free,Android,UI Bug
ECOM-2381,Delivery is delayed beyond the promised date.,2024-10-29,v1.0,Paid,iOS,Order Cancellation
ECOM-2382,Items disappear from the cart after app update.,2024-10-25,v2.1,Free,iOS,Delivery Delay
ECOM-2383,Tracking information is not updating properly.,2024-11-07,v1.0,Free,Android,UI Bug
ECOM-2384,Tracking information is not updating properly.,2024-09-12,v2.1,Paid,Web,App Crash
ECOM-2385,Order got cancelled automatically after successful payment.,2024-09-09,v1.0,Paid,iOS,Refund Issue
ECOM-2386,Tracking information is not updating properly.,2024-11-15,v1.2,Paid,Android,Payment Failure
ECOM-2387,The app freezes while browsing product categories.,2024-11-29,v3.0,Free,iOS,Payment Failure
ECOM-2388,Delivery is delayed beyond the promised date.,2024-10-08,v1.1,Paid,iOS,App Crash
ECOM-2389,Search results are inaccurate after the latest update.,2024-11-06,v1.2,Free,Android,UI Bug
ECOM-2390,The app freezes while browsing product categories.,2024-09-26,v1.0,Paid,Web,App Crash
ECOM-2391,Tracking information is not updating properly.,2024-10-27,v1.1,Free,Android,UI Bug
ECOM-2392,App crashes when trying to place an order.,2024-09-19,v1.0,Free,Android,UI Bug
ECOM-2393,Refund has not been received even after 10 days.,2024-09-01,v2.0,Free,iOS,UI Bug
ECOM-2394,The app freezes while browsing product categories.,2024-10-19,v1.2,Paid,Android,UI Bug
ECOM-2395,Unable to apply discount coupon at checkout.,2024-09-07,v1.0,Free,iOS,UI Bug
ECOM-2396,Items disappear from the cart after app update.,2024-10-06,v1.0,Paid,Android,Delivery Delay
ECOM-2397,The app freezes while browsing product categories.,2024-11-04,v1.0,Paid,iOS,Order Cancellation
ECOM-2398,Payment failed after entering card details during checkout.,2024-09-25,v2.0,Free,Android,Delivery Delay
ECOM-2399,The app freezes while browsing product categories.,2024-09-23,v1.2,Paid,Web,Refund Issue
ECOM-2400,Items disappear from the cart after app update.,2024-10-18,v2.0,Paid,Android,App Crash
ECOM-2401,The app freezes while browsing product categories.,2024-11-26,v1.2,Paid,Web,Search & Filter Issue
ECOM-2402,Unable to apply discount coupon at checkout.,2024-09-03,v3.0,Paid,Android,Cart Issue
ECOM-2403,Tracking information is not updating properly.,2024-11-23,v1.1,Paid,Web,Cart Issue
ECOM-2404,Delivery is delayed beyond the promised date.,2024-10-06,v1.1,Free,Android,App Crash
ECOM-2405,Items disappear from the cart after app update.,2024-09-05,v1.2,Paid,Android,Search & Filter Issue
ECOM-2406,The app freezes while browsing product categories.,2024-11-14,v3.0,Free,Android,Order Cancellation
ECOM-2407,Payment failed after entering card details during checkout.,2024-10-18,v3.0,Free,Web,UI Bug
ECOM-2408,Refund has not been received even after 10 days.,2024-11-10,v1.2,Free,Android,Search & Filter Issue
ECOM-2409,Search results are inaccurate after the latest update.,2024-10-17,v1.0,Free,Web,App Crash
ECOM-2410,Items disappear from the cart after app update.,2024-09-10,v3.0,Free,Web,Cart Issue
ECOM-2411,Delivery is delayed beyond the promised date.,2024-09-13,v1.1,Free,iOS,Delivery Delay
ECOM-2412,Order got cancelled automatically after successful payment.,2024-09-23,v1.1,Free,Web,App Crash
ECOM-2413,Unable to apply discount coupon at checkout.,2024-11-19,v2.0,Paid,Android,UI Bug
ECOM-2414,Refund has not been received even after 10 days.,2024-10-10,v2.1,Paid,Android,Refund Issue
ECOM-2415,App crashes when trying to place an order.,2024-10-20,v2.1,Paid,iOS,Delivery Delay
ECOM-2416,Delivery is delayed beyond the promised date.,2024-11-04,v3.0,Free,iOS,UI Bug
ECOM-2417,App crashes when trying to place an order.,2024-09-29,v2.0,Paid,iOS,App Crash
ECOM-2418,App crashes when trying to place an order.,2024-11-04,v1.1,Paid,iOS,Payment Failure
ECOM-2419,The app freezes while browsing product categories.,2024-10-25,v2.0,Free,Android,Delivery Delay
ECOM-2420,Delivery is delayed beyond the promised date.,2024-11-13,v2.0,Paid,Android,Payment Failure
ECOM-2421,Refund has not been received even after 10 days.,2024-11-06,v3.0,Paid,Web,Payment Failure
ECOM-2422,Payment failed after entering card details during checkout.,2024-09-03,v2.0,Paid,Web,App Crash
ECOM-2423,Delivery is delayed beyond the promised date.,2024-11-10,v1.1,Paid,Android,Search & Filter Issue
ECOM-2424,The app freezes while browsing product categories.,2024-11-06,v1.2,Free,Web,Refund Issue
ECOM-2425,Unable to apply discount coupon at checkout.,2024-11-18,v1.1,Paid,iOS,Order Cancellation
ECOM-2426,The app freezes while browsing product categories.,2024-10-10,v2.1,Paid,Web,Delivery Delay
ECOM-2427,Search results are inaccurate after the latest update.,2024-10-01,v2.1,Paid,Android,App Crash
ECOM-2428,Search results are inaccurate after the latest update.,2024-11-18,v1.0,Paid,Android,Delivery Delay
ECOM-2429,Payment failed after entering card details during checkout.,2024-10-17,v3.0,Paid,iOS,Refund Issue
ECOM-2430,App crashes when trying to place an order.,2024-11-11,v3.0,Paid,iOS,Search & Filter Issue
ECOM-2431,Items disappear from the cart after app update.,2024-09-24,v2.0,Free,Web,Delivery Delay
ECOM-2432,App crashes when trying to place an order.,2024-11-13,v2.0,Free,iOS,Cart Issue
ECOM-2433,App crashes when trying to place an order.,2024-09-09,v3.0,Paid,iOS,Refund Issue
ECOM-2434,Payment failed after entering card details during checkout.,2024-09-15,v2.1,Paid,iOS,Delivery Delay
ECOM-2435,App crashes when trying to place an order.,2024-11-15,v3.0,Free,Web,App Crash
ECOM-2436,Refund has not been received even after 10 days.,2024-09-26,v1.1,Free,Web,App Crash
ECOM-2437,Delivery is delayed beyond the promised date.,2024-10-31,v3.0,Free,Web,App Crash
ECOM-2438,Delivery is delayed beyond the promised date.,2024-11-01,v2.1,Paid,Android,Cart Issue
ECOM-2439,Items disappear from the cart after app update.,2024-10-13,v2.0,Paid,Web,Delivery Delay
ECOM-2440,Unable to apply discount coupon at checkout.,2024-11-26,v1.1,Paid,Web,Order Cancellation
ECOM-2441,Refund has not been received even after 10 days.,2024-10-07,v2.0,Paid,Android,Order Cancellation
ECOM-2442,Items disappear from the cart after app update.,2024-09-27,v1.1,Free,Android,App Crash
ECOM-2443,Order got cancelled automatically after successful payment.,2024-09-27,v1.1,Free,iOS,Refund Issue
ECOM-2444,App crashes when trying to place an order.,2024-10-02,v1.1,Paid,Android,Cart Issue
ECOM-2445,Items disappear from the cart after app update.,2024-11-01,v1.0,Free,Web,Refund Issue
ECOM-2446,App crashes when trying to place an order.,2024-10-31,v1.0,Free,Android,Cart Issue
ECOM-2447,App crashes when trying to place an order.,2024-09-09,v1.1,Free,Web,Search & Filter Issue
ECOM-2448,Payment failed after entering card details during checkout.,2024-10-12,v1.2,Paid,Android,Order Cancellation
ECOM-2449,The app freezes while browsing product categories.,2024-11-13,v1.1,Paid,Web,Order Cancellation
ECOM-2450,Items disappear from the cart after app update.,2024-11-11,v1.1,Paid,Android,Payment Failure
ECOM-2451,Refund has not been received even after 10 days.,2024-09-26,v2.1,Paid,Web,App Crash
ECOM-2452,Payment failed after entering card details during checkout.,2024-09-20,v1.2,Free,Android,UI Bug
ECOM-2453,Payment failed after entering card details during checkout.,2024-11-12,v3.0,Paid,iOS,Delivery Delay
ECOM-2454,Order got cancelled automatically after successful payment.,2024-10-30,v1.1,Free,Android,UI Bug
ECOM-2455,Search results are inaccurate after the latest update.,2024-11-22,v1.0,Paid,iOS,Cart Issue
ECOM-2456,Unable to apply discount coupon at checkout.,2024-10-21,v1.1,Paid,Web,Order Cancellation
ECOM-2457,Items disappear from the cart after app update.,2024-11-30,v2.1,Paid,Android,Order Cancellation
ECOM-2458,Search results are inaccurate after the latest update.,2024-11-21,v3.0,Free,Web,Search & Filter Issue
ECOM-2459,Payment failed after entering card details during checkout.,2024-11-15,v2.1,Free,Android,App Crash
ECOM-2460,Unable to apply discount coupon at checkout.,2024-10-03,v1.2,Free,Android,Refund Issue
ECOM-2461,App crashes when trying to place an order.,2024-11-23,v2.0,Free,Android,Search & Filter Issue
ECOM-2462,App crashes when trying to place an order.,2024-10-11,v1.2,Paid,Web,Delivery Delay
ECOM-2463,Delivery is delayed beyond the promised date.,2024-10-02,v2.0,Free,iOS,Cart Issue
ECOM-2464,Items disappear from the cart after app update.,2024-10-18,v3.0,Free,Web,App Crash
ECOM-2465,Refund has not been received even after 10 days.,2024-09-04,v2.1,Free,Android,App Crash
ECOM-2466,Order got cancelled automatically after successful payment.,2024-09-29,v2.1,Free,Web,Search & Filter Issue
ECOM-2467,Unable to apply discount coupon at checkout.,2024-09-07,v1.2,Paid,Web,Payment Failure
ECOM-2468,Delivery is delayed beyond the promised date.,2024-10-07,v1.0,Free,Web,Payment Failure
ECOM-2469,Order got cancelled automatically after successful payment.,2024-09-01,v1.1,Free,iOS,Delivery Delay
ECOM-2470,Order got cancelled automatically after successful payment.,2024-10-27,v1.0,Paid,iOS,Payment Failure
ECOM-2471,App crashes when trying to place an order.,2024-10-12,v3.0,Paid,Android,Order Cancellation
ECOM-2472,Payment failed after entering card details during checkout.,2024-11-01,v2.1,Free,Android,UI Bug
ECOM-2473,Tracking information is not updating properly.,2024-09-08,v2.0,Paid,Web,Payment Failure
ECOM-2474,Order got cancelled automatically after successful payment.,2024-10-11,v3.0,Paid,Web,Payment Failure
ECOM-2475,Delivery is delayed beyond the promised date.,2024-10-06,v1.1,Paid,iOS,Search & Filter Issue
ECOM-2476,Search results are inaccurate after the latest update.,2024-10-03,v1.2,Free,Web,UI Bug
ECOM-2477,Search results are inaccurate after the latest update.,2024-11-27,v2.1,Paid,iOS,Delivery Delay
ECOM-2478,Refund has not been received even after 10 days.,2024-09-28,v2.1,Free,Web,Delivery Delay
ECOM-2479,The app freezes while browsing product categories.,2024-10-19,v2.1,Free,Web,App Crash
ECOM-2480,Items disappear from the cart after app update.,2024-11-29,v1.1,Free,Android,Payment Failure
ECOM-2481,Search results are inaccurate after the latest update.,2024-09-08,v1.1,Paid,iOS,Cart Issue
ECOM-2482,App crashes when trying to place an order.,2024-09-20,v1.2,Paid,Android,Search & Filter Issue
ECOM-2483,Delivery is delayed beyond the promised date.,2024-11-01,v3.0,Paid,Android,UI Bug
ECOM-2484,The app freezes while browsing product categories.,2024-09-09,v1.2,Free,Android,Search & Filter Issue
ECOM-2485,Refund has not been received even after 10 days.,2024-11-24,v2.0,Free,Web,App Crash
ECOM-2486,Search results are inaccurate after the latest update.,2024-11-08,v2.1,Free,Android,Delivery Delay
ECOM-2487,Refund has not been received even after 10 days.,2024-10-28,v3.0,Paid,iOS,Cart Issue
ECOM-2488,Tracking information is not updating properly.,2024-10-19,v2.0,Free,Web,Payment Failure
ECOM-2489,Search results are inaccurate after the latest update.,2024-10-30,v2.0,Paid,iOS,Refund Issue
ECOM-2490,Payment failed after entering card details during checkout.,2024-10-07,v2.1,Free,iOS,Payment Failure
ECOM-2491,Items disappear from the cart after app update.,2024-10-16,v1.0,Paid,iOS,Delivery Delay
ECOM-2492,Payment failed after entering card details during checkout.,2024-09-24,v1.1,Free,Android,Refund Issue
ECOM-2493,Unable to apply discount coupon at checkout.,2024-11-11,v1.1,Paid,Android,UI Bug
ECOM-2494,Items disappear from the cart after app update.,2024-10-20,v1.1,Paid,Android,Search & Filter Issue
ECOM-2495,The app freezes while browsing product categories.,2024-09-23,v1.1,Paid,Web,Search & Filter Issue
ECOM-2496,Items disappear from the cart after app update.,2024-09-06,v1.0,Free,Web,UI Bug
ECOM-2497,Unable to apply discount coupon at checkout.,2024-10-27,v1.2,Free,Android,UI Bug
ECOM-2498,Items disappear from the cart after app update.,2024-09-23,v1.0,Free,Android,Cart Issue
ECOM-2499,App crashes when trying to place an order.,2024-10-26,v2.1,Paid,iOS,App Crash
ECOM-2500,Payment failed after entering card details during checkout.,2024-11-24,v2.0,Free,Android,App Crash
